customer_id,recency_days,purchase_frequency,avg_order_value,email_open_rate,session_frequency,support_tickets,customer_tier,vip_flag,ltv,churn_label
CUST_07729,297,18,131.64,0.43,77,7,Gold,0,2369.52,1
CUST_07730,313,18,455.78,0.86,42,5,Bronze,1,8204.04,0
CUST_07731,181,1,16.65,0.03,84,5,Bronze,1,16.65,0
CUST_07732,268,14,278.89,0.49,71,7,Silver,0,3904.46,1
CUST_07733,13,8,87.75,0.95,41,1,Silver,0,702.0,0
CUST_07734,120,2,148.55,0.25,48,4,Bronze,0,297.1,0
CUST_07735,353,15,160.42,0.27,79,6,Silver,0,2406.3,1
CUST_07736,57,34,117.45,0.63,89,2,Bronze,0,3993.3,0
CUST_07737,40,36,398.25,0.93,99,7,Bronze,1,14337.0,0
CUST_07738,336,1,172.78,0.2,77,2,Bronze,0,172.78,1
CUST_07739,128,21,179.29,0.92,43,3,Bronze,0,3765.09,0
CUST_07740,173,42,231.97,0.66,8,9,Bronze,0,9742.74,0
CUST_07741,35,1,452.12,0.99,85,9,Bronze,1,452.12,0
CUST_07742,259,32,347.2,0.74,63,5,Silver,1,11110.4,0
CUST_07743,5,20,40.26,0.67,63,5,Bronze,0,805.2,0
CUST_07744,218,47,29.24,0.81,6,1,Bronze,0,1374.28,0
CUST_07745,11,36,287.53,0.18,74,1,Silver,0,10351.08,0
CUST_07746,327,39,444.66,0.95,52,2,Bronze,0,17341.74,0
CUST_07747,117,30,168.39,0.17,21,2,Bronze,0,5051.7,0
CUST_07748,184,7,131.41,0.03,14,3,Silver,0,919.87,1
CUST_07749,362,22,376.61,0.7,58,3,Bronze,0,8285.42,1
CUST_07750,116,45,305.02,0.18,97,3,Bronze,1,13725.9,0
CUST_07751,162,10,286.86,0.76,25,9,Silver,1,2868.6,0
CUST_07752,67,8,83.16,0.8,56,9,Bronze,0,665.28,0
CUST_07753,200,27,96.22,0.24,83,2,Bronze,0,2597.94,0
CUST_07754,31,10,148.08,0.09,9,0,Bronze,0,1480.8,0
CUST_07755,75,14,111.35,0.5,36,8,Silver,0,1558.9,0
CUST_07756,237,46,486.01,0.89,57,1,Bronze,0,22356.46,0
CUST_07757,327,11,19.12,0.85,79,2,Bronze,0,210.32,0
CUST_07758,66,6,316.77,0.12,5,1,Bronze,0,1900.62,0
CUST_07759,70,21,263.62,0.96,81,5,Bronze,0,5536.02,0
CUST_07760,297,33,168.39,0.26,94,5,Silver,0,5556.87,1
CUST_07761,20,19,444.92,0.35,7,0,Bronze,0,8453.48,0
CUST_07762,226,39,338.38,0.15,6,3,Gold,0,13196.82,0
CUST_07763,199,24,499.19,0.38,79,9,Bronze,0,11980.56,0
CUST_07764,39,18,92.64,0.64,52,4,Bronze,1,1667.52,0
CUST_07765,145,35,53.06,0.51,74,5,Bronze,0,1857.1,0
CUST_07766,45,43,78.3,0.83,70,4,Bronze,0,3366.9,0
CUST_07767,326,37,141.95,0.64,55,2,Bronze,0,5252.15,0
CUST_07768,91,19,214.23,0.26,77,2,Gold,0,4070.37,0
CUST_07769,238,24,432.68,0.56,14,2,Gold,0,10384.32,0
CUST_07770,70,34,148.96,0.06,1,5,Bronze,0,5064.64,0
CUST_07771,166,22,458.47,0.58,97,3,Bronze,0,10086.34,0
CUST_07772,130,4,236.82,0.39,83,3,Gold,0,947.28,0
CUST_07773,214,10,327.06,0.1,73,2,Silver,1,3270.6,0
CUST_07774,340,2,139.56,0.31,37,3,Bronze,0,279.12,1
CUST_07775,89,8,86.45,0.9,49,7,Silver,0,691.6,0
CUST_07776,335,33,436.03,0.59,12,2,Silver,0,14388.99,0
CUST_07777,252,38,63.66,0.9,5,9,Bronze,0,2419.08,0
CUST_07778,349,43,389.27,0.41,70,2,Gold,0,16738.61,0
CUST_07779,72,28,294.68,0.98,11,5,Bronze,0,8251.04,0
CUST_07780,165,10,431.96,0.36,53,0,Bronze,0,4319.6,0
CUST_07781,49,45,361.73,0.76,55,9,Bronze,1,16277.85,0
CUST_07782,52,1,148.02,0.31,74,5,Bronze,0,148.02,0
CUST_07783,289,34,291.47,0.11,79,8,Bronze,0,9909.98,1
CUST_07784,278,3,16.41,0.83,50,2,Silver,0,49.23,0
CUST_07785,114,9,242.86,0.76,53,1,Bronze,0,2185.74,0
CUST_07786,239,5,52.15,0.82,55,2,Bronze,0,260.75,0
CUST_07787,133,42,220.18,0.3,92,2,Bronze,0,9247.56,0
CUST_07788,274,10,63.71,0.7,3,1,Gold,0,637.1,0
CUST_07789,166,12,478.19,0.22,16,3,Silver,0,5738.28,0
CUST_07790,293,18,266.3,0.01,45,7,Bronze,1,4793.4,1
CUST_07791,243,21,457.48,0.87,81,6,Bronze,0,9607.08,0
CUST_07792,320,21,20.96,0.52,36,9,Bronze,0,440.16,1
CUST_07793,138,1,322.45,0.98,19,8,Bronze,0,322.45,0
CUST_07794,79,3,160.41,0.39,4,7,Bronze,0,481.23,0
CUST_07795,170,5,221.6,0.96,59,6,Bronze,1,1108.0,0
CUST_07796,123,25,437.81,0.62,89,5,Silver,0,10945.25,0
CUST_07797,176,49,490.21,0.51,91,2,Silver,0,24020.29,0
CUST_07798,300,8,130.78,0.3,12,9,Bronze,0,1046.24,1
CUST_07799,82,17,474.64,0.83,63,3,Bronze,0,8068.88,0
CUST_07800,87,9,347.48,0.83,56,7,Silver,0,3127.32,0
CUST_07801,225,32,476.19,0.42,27,1,Bronze,0,15238.08,0
CUST_07802,16,6,285.56,0.73,68,5,Bronze,0,1713.36,0
CUST_07803,310,49,480.77,0.45,24,0,Bronze,0,23557.73,0
CUST_07804,358,40,447.3,0.74,81,6,Bronze,0,17892.0,0
CUST_07805,163,21,73.01,0.99,26,3,Gold,0,1533.21,0
CUST_07806,98,7,162.29,0.26,82,0,Bronze,0,1136.03,0
CUST_07807,156,7,129.1,0.63,22,4,Bronze,0,903.7,0
CUST_07808,2,47,290.33,0.38,70,4,Silver,0,13645.51,0
CUST_07809,350,39,403.37,0.55,19,5,Silver,0,15731.43,0
CUST_07810,169,27,382.11,0.87,34,7,Bronze,0,10316.97,0
CUST_07811,315,8,366.11,0.35,11,3,Bronze,1,2928.88,0
CUST_07812,325,9,193.88,0.07,88,6,Bronze,0,1744.92,1
CUST_07813,92,28,78.42,0.8,45,3,Gold,0,2195.76,0
CUST_07814,181,15,113.19,0.56,37,1,Bronze,1,1697.85,0
CUST_07815,231,2,373.42,0.45,23,7,Silver,0,746.84,1
CUST_07816,301,7,82.29,0.18,40,4,Silver,0,576.03,1
CUST_07817,148,47,119.24,0.09,43,9,Bronze,0,5604.28,0
CUST_07818,280,18,218.03,0.28,4,3,Silver,0,3924.54,1
CUST_07819,189,22,45.34,0.72,82,1,Bronze,0,997.48,0
CUST_07820,347,10,114.22,0.41,94,6,Silver,0,1142.2,1
CUST_07821,350,33,83.39,0.57,15,4,Bronze,1,2751.87,0
CUST_07822,314,7,476.15,0.08,23,8,Bronze,0,3333.05,1
CUST_07823,128,3,103.85,0.12,12,6,Silver,0,311.55,1
CUST_07824,7,14,432.27,0.01,68,8,Gold,1,6051.78,0
CUST_07825,47,44,66.25,0.67,68,9,Bronze,0,2915.0,0
CUST_07826,53,46,436.14,0.26,52,9,Silver,0,20062.44,0
CUST_07827,187,36,303.72,0.97,41,4,Silver,0,10933.92,0
CUST_07828,38,13,426.36,0.31,78,5,Silver,0,5542.68,0
CUST_07829,226,16,435.0,0.36,59,7,Bronze,1,6960.0,0
CUST_07830,53,16,302.22,0.47,58,9,Silver,0,4835.52,0
CUST_07831,224,5,459.67,0.32,59,5,Bronze,0,2298.35,1
CUST_07832,154,25,296.87,0.82,72,3,Bronze,0,7421.75,0
CUST_07833,48,38,359.16,0.88,23,1,Bronze,0,13648.08,0
CUST_07834,351,38,213.88,0.01,1,5,Gold,0,8127.44,1
CUST_07835,147,38,457.89,0.65,56,8,Bronze,0,17399.82,0
CUST_07836,64,39,413.84,0.69,75,7,Bronze,0,16139.76,0
CUST_07837,349,48,91.69,0.96,91,2,Bronze,0,4401.12,0
CUST_07838,182,41,292.43,0.37,4,4,Bronze,0,11989.63,0
CUST_07839,125,26,449.45,0.2,29,5,Bronze,1,11685.7,0
CUST_07840,179,13,398.6,0.52,17,6,Bronze,0,5181.8,0
CUST_07841,39,44,481.65,0.45,49,1,Silver,0,21192.6,0
CUST_07842,260,26,123.34,0.79,83,5,Bronze,0,3206.84,0
CUST_07843,3,1,190.06,0.9,51,1,Gold,0,190.06,0
CUST_07844,64,8,258.52,0.09,49,7,Bronze,0,2068.16,0
CUST_07845,29,4,124.01,0.85,24,6,Silver,1,496.04,0
CUST_07846,11,21,203.08,0.91,44,1,Silver,0,4264.68,0
CUST_07847,97,22,273.39,0.92,41,3,Silver,1,6014.58,0
CUST_07848,358,37,103.76,0.76,57,6,Bronze,0,3839.12,0
CUST_07849,203,49,135.78,0.74,56,8,Silver,0,6653.22,0
CUST_07850,21,3,71.17,0.01,32,2,Bronze,0,213.51,0
CUST_07851,39,19,359.56,0.92,31,9,Bronze,0,6831.64,0
CUST_07852,223,1,187.16,0.35,16,9,Bronze,0,187.16,1
CUST_07853,102,29,117.93,0.04,32,7,Bronze,0,3419.97,0
CUST_07854,46,23,258.59,0.41,42,8,Bronze,0,5947.57,0
CUST_07855,66,33,43.44,0.73,34,7,Silver,0,1433.52,0
CUST_07856,91,41,462.47,0.44,99,3,Gold,0,18961.27,0
CUST_07857,164,23,154.29,0.76,37,3,Bronze,0,3548.67,0
CUST_07858,111,5,444.37,0.51,16,6,Bronze,0,2221.85,0
CUST_07859,338,7,253.83,0.3,85,3,Bronze,0,1776.81,1
CUST_07860,123,6,426.57,0.2,13,9,Silver,0,2559.42,1
CUST_07861,193,49,131.06,0.42,82,9,Gold,0,6421.94,0
CUST_07862,99,22,95.88,0.04,66,6,Bronze,0,2109.36,0
CUST_07863,291,49,426.21,0.42,33,8,Gold,0,20884.29,0
CUST_07864,159,13,114.33,0.07,82,8,Bronze,0,1486.29,1
CUST_07865,103,12,375.64,0.88,92,8,Bronze,0,4507.68,0
CUST_07866,281,4,178.85,0.58,35,9,Bronze,0,715.4,1
CUST_07867,43,8,376.61,0.65,37,9,Bronze,0,3012.88,0
CUST_07868,84,37,454.75,0.29,76,5,Bronze,1,16825.75,0
CUST_07869,191,31,491.0,0.23,40,0,Bronze,0,15221.0,0
CUST_07870,51,37,186.31,0.71,8,7,Bronze,0,6893.47,0
CUST_07871,210,45,190.09,0.67,54,5,Bronze,0,8554.05,0
CUST_07872,126,26,490.88,0.12,89,6,Bronze,0,12762.88,0
CUST_07873,69,43,432.15,0.24,7,1,Bronze,0,18582.45,0
CUST_07874,265,8,32.1,0.95,2,2,Silver,0,256.8,0
CUST_07875,258,40,290.99,0.3,97,5,Bronze,0,11639.6,0
CUST_07876,188,33,98.81,0.03,56,2,Bronze,0,3260.73,0
CUST_07877,230,45,497.07,0.06,97,4,Bronze,0,22368.15,0
CUST_07878,189,29,78.07,0.78,57,3,Bronze,0,2264.03,0
CUST_07879,10,5,284.08,0.76,49,4,Bronze,0,1420.4,0
CUST_07880,114,28,335.95,0.38,87,7,Bronze,0,9406.6,0
CUST_07881,76,40,469.16,0.15,69,3,Bronze,0,18766.4,0
CUST_07882,164,17,425.16,0.5,78,8,Silver,1,7227.72,0
CUST_07883,85,23,130.42,0.33,8,2,Gold,0,2999.66,0
CUST_07884,49,45,290.59,0.37,84,6,Silver,0,13076.55,0
CUST_07885,326,9,477.25,0.26,63,6,Gold,0,4295.25,1
CUST_07886,177,2,370.5,0.06,82,0,Bronze,0,741.0,1
CUST_07887,218,32,347.28,0.79,87,2,Gold,0,11112.96,0
CUST_07888,189,49,379.9,0.62,93,9,Bronze,0,18615.1,0
CUST_07889,346,31,168.03,0.83,71,0,Silver,0,5208.93,0
CUST_07890,230,7,367.33,0.5,88,7,Gold,0,2571.31,1
CUST_07891,255,30,124.1,0.98,46,9,Silver,0,3723.0,0
CUST_07892,236,3,219.77,0.96,89,4,Gold,1,659.31,0
CUST_07893,26,9,446.07,0.27,78,3,Bronze,0,4014.63,0
CUST_07894,72,10,19.3,0.39,67,2,Bronze,0,193.0,0
CUST_07895,261,46,213.02,0.75,46,6,Bronze,0,9798.92,0
CUST_07896,254,47,140.74,0.78,78,7,Bronze,0,6614.78,0
CUST_07897,271,26,107.31,0.91,67,7,Silver,0,2790.06,0
CUST_07898,123,1,420.9,0.65,42,0,Silver,1,420.9,0
CUST_07899,144,30,351.28,0.48,64,6,Bronze,1,10538.4,0
CUST_07900,257,38,65.19,0.38,73,4,Bronze,0,2477.22,0
CUST_07901,144,15,252.29,0.42,53,1,Bronze,0,3784.35,0
CUST_07902,259,25,238.78,0.85,71,7,Bronze,0,5969.5,0
CUST_07903,47,6,79.84,0.98,90,1,Bronze,0,479.04,0
CUST_07904,351,18,401.88,0.05,7,5,Bronze,0,7233.84,1
CUST_07905,13,1,189.67,0.58,7,4,Bronze,0,189.67,0
CUST_07906,208,3,383.35,0.52,36,5,Silver,0,1150.05,1
CUST_07907,311,17,104.11,0.38,13,9,Silver,0,1769.87,1
CUST_07908,235,48,164.39,0.85,67,7,Bronze,0,7890.72,0
CUST_07909,149,8,56.63,0.58,20,8,Bronze,0,453.04,0
CUST_07910,322,49,80.3,0.31,73,2,Silver,0,3934.7,0
CUST_07911,155,40,442.76,0.44,53,2,Bronze,1,17710.4,0
CUST_07912,166,17,63.47,0.36,86,6,Gold,1,1078.99,0
CUST_07913,90,25,56.91,0.43,52,2,Bronze,0,1422.75,0
CUST_07914,186,41,470.78,0.07,97,9,Silver,0,19301.98,0
CUST_07915,318,12,326.49,0.11,61,4,Bronze,0,3917.88,1
CUST_07916,358,29,59.45,0.62,87,9,Bronze,0,1724.05,1
CUST_07917,174,25,486.14,0.68,87,3,Bronze,0,12153.5,0
CUST_07918,217,36,82.08,0.64,90,8,Gold,0,2954.88,0
CUST_07919,264,25,385.51,0.76,96,7,Bronze,0,9637.75,0
CUST_07920,97,29,27.08,0.94,61,8,Bronze,0,785.32,0
CUST_07921,117,11,316.03,0.86,56,5,Gold,0,3476.33,0
CUST_07922,199,4,277.88,0.42,92,1,Bronze,0,1111.52,0
CUST_07923,320,14,111.92,0.22,94,7,Silver,1,1566.88,1
CUST_07924,21,46,325.14,0.31,40,0,Gold,0,14956.44,0
CUST_07925,200,38,312.36,0.59,81,4,Bronze,0,11869.68,0
CUST_07926,341,17,401.19,0.86,63,1,Bronze,0,6820.23,0
CUST_07927,248,2,439.18,0.7,57,6,Bronze,0,878.36,1
CUST_07928,276,8,259.95,0.54,82,4,Silver,0,2079.6,1
CUST_07929,264,36,250.24,0.6,89,9,Bronze,1,9008.64,0
CUST_07930,58,10,314.58,0.53,4,2,Bronze,0,3145.8,0
CUST_07931,302,7,367.31,0.97,26,6,Bronze,0,2571.17,0
CUST_07932,31,36,184.52,0.82,95,2,Silver,0,6642.72,0
CUST_07933,249,16,257.27,0.78,62,5,Bronze,0,4116.32,0
CUST_07934,93,14,296.7,0.52,76,3,Bronze,0,4153.8,0
CUST_07935,265,16,494.31,0.33,54,9,Silver,1,7908.96,0
CUST_07936,271,25,297.98,0.02,62,1,Silver,1,7449.5,0
CUST_07937,94,41,119.85,0.04,18,8,Bronze,1,4913.85,0
CUST_07938,154,4,298.12,0.03,10,5,Bronze,0,1192.48,1
CUST_07939,285,29,411.55,0.98,36,4,Bronze,0,11934.95,0
CUST_07940,80,6,430.13,0.11,2,4,Silver,0,2580.78,0
CUST_07941,292,1,402.12,0.14,60,7,Silver,0,402.12,1
CUST_07942,84,39,445.22,0.48,89,4,Bronze,1,17363.58,0
CUST_07943,37,1,174.04,0.48,47,7,Bronze,1,174.04,0
CUST_07944,342,40,258.71,0.92,73,7,Bronze,0,10348.4,0
CUST_07945,327,3,392.0,0.07,32,0,Gold,1,1176.0,1
CUST_07946,232,1,139.58,0.96,69,3,Silver,0,139.58,0
CUST_07947,93,1,192.07,0.22,51,8,Bronze,0,192.07,1
CUST_07948,336,39,417.27,0.97,67,1,Bronze,0,16273.53,0
CUST_07949,102,21,387.34,0.54,81,3,Bronze,0,8134.14,0
CUST_07950,166,45,485.89,0.65,77,3,Bronze,0,21865.05,0
CUST_07951,159,30,498.03,0.32,67,0,Bronze,0,14940.9,0
CUST_07952,14,32,127.96,0.61,92,9,Gold,0,4094.72,0
CUST_07953,225,33,451.22,0.71,68,9,Bronze,0,14890.26,0
CUST_07954,73,48,56.31,0.01,82,6,Bronze,0,2702.88,0
CUST_07955,249,22,357.8,0.03,56,0,Silver,0,7871.6,1
CUST_07956,91,30,117.85,0.99,99,4,Bronze,0,3535.5,0
CUST_07957,216,46,157.15,0.46,14,7,Bronze,1,7228.9,0
CUST_07958,90,4,473.7,0.94,16,3,Silver,0,1894.8,0
CUST_07959,29,23,138.94,0.73,76,4,Bronze,0,3195.62,0
CUST_07960,305,44,339.86,0.37,75,9,Gold,0,14953.84,1
CUST_07961,220,25,97.28,0.15,66,2,Bronze,1,2432.0,0
CUST_07962,328,12,55.76,0.98,33,4,Bronze,0,669.12,0
CUST_07963,215,17,176.27,0.58,13,2,Bronze,0,2996.59,0
CUST_07964,221,15,315.86,0.19,30,3,Bronze,0,4737.9,1
CUST_07965,42,10,131.49,0.68,26,2,Gold,0,1314.9,0
CUST_07966,135,35,157.08,0.09,82,4,Bronze,0,5497.8,0
CUST_07967,42,29,357.28,0.87,13,1,Bronze,0,10361.12,0
CUST_07968,164,12,60.37,0.09,68,8,Bronze,0,724.44,1
CUST_07969,361,1,228.98,0.24,33,2,Gold,0,228.98,1
CUST_07970,283,1,471.45,0.09,15,9,Silver,0,471.45,1
CUST_07971,58,10,204.52,0.1,17,0,Bronze,0,2045.2,0
CUST_07972,302,18,222.76,0.52,6,4,Bronze,0,4009.68,1
CUST_07973,322,47,371.72,0.69,5,3,Bronze,0,17470.84,0
CUST_07974,25,2,391.72,0.79,33,1,Bronze,1,783.44,0
CUST_07975,73,49,387.11,0.7,54,7,Bronze,0,18968.39,0
CUST_07976,129,8,498.95,0.36,16,8,Silver,0,3991.6,0
CUST_07977,87,22,45.01,0.56,46,5,Bronze,0,990.22,0
CUST_07978,330,22,491.3,0.93,24,7,Bronze,0,10808.6,0
CUST_07979,153,26,475.59,0.39,5,1,Bronze,0,12365.34,0
CUST_07980,182,26,427.55,0.25,67,5,Bronze,0,11116.3,0
CUST_07981,125,9,232.52,0.52,99,0,Bronze,0,2092.68,0
CUST_07982,67,21,436.74,0.3,91,9,Bronze,1,9171.54,0
CUST_07983,6,31,118.21,0.26,76,2,Bronze,0,3664.51,0
CUST_07984,125,43,397.91,0.78,50,6,Bronze,0,17110.13,0
CUST_07985,314,6,100.77,0.89,41,0,Bronze,0,604.62,0
CUST_07986,326,14,409.53,0.5,89,5,Silver,0,5733.42,1
CUST_07987,53,33,311.12,0.78,55,6,Silver,0,10266.96,0
CUST_07988,66,7,58.04,0.19,81,2,Bronze,0,406.28,0
CUST_07989,314,24,448.71,0.55,20,7,Bronze,0,10769.04,1
CUST_07990,82,9,293.2,0.64,92,7,Bronze,0,2638.8,0
CUST_07991,87,11,331.56,0.49,50,4,Bronze,0,3647.16,0
CUST_07992,2,23,148.92,0.12,35,1,Silver,0,3425.16,0
CUST_07993,204,48,437.1,0.73,50,1,Silver,0,20980.8,0
CUST_07994,150,2,277.15,0.84,79,4,Bronze,0,554.3,0
CUST_07995,293,15,216.35,0.64,33,3,Bronze,0,3245.25,0
CUST_07996,103,35,271.8,0.17,67,3,Bronze,0,9513.0,0
CUST_07997,24,36,354.62,0.07,71,4,Bronze,0,12766.32,0
CUST_07998,212,28,350.57,0.3,10,0,Bronze,0,9815.96,0
CUST_07999,65,39,185.21,0.04,90,6,Bronze,0,7223.19,0
CUST_08000,209,44,198.78,0.84,41,2,Silver,0,8746.32,0
CUST_08001,251,4,285.5,0.7,40,9,Bronze,0,1142.0,1
CUST_08002,117,10,462.96,0.56,6,9,Bronze,0,4629.6,0
CUST_08003,116,6,375.26,0.89,33,7,Bronze,0,2251.56,0
CUST_08004,237,30,201.3,0.11,16,8,Bronze,0,6039.0,1
CUST_08005,105,46,175.15,0.71,24,7,Bronze,0,8056.9,0
CUST_08006,259,35,266.58,0.15,94,1,Silver,0,9330.3,0
CUST_08007,46,49,436.3,0.06,60,6,Gold,1,21378.7,0
CUST_08008,311,43,14.25,0.13,74,3,Silver,0,612.75,1
CUST_08009,331,10,358.14,0.95,11,4,Bronze,0,3581.4,0
CUST_08010,216,32,154.31,0.44,44,9,Bronze,0,4937.92,0
CUST_08011,301,42,112.11,0.05,86,4,Silver,0,4708.62,1
CUST_08012,333,42,15.95,0.58,3,8,Gold,0,669.9,0
CUST_08013,24,3,449.33,0.2,38,1,Bronze,0,1347.99,0
CUST_08014,35,26,457.0,0.01,40,1,Bronze,0,11882.0,0
CUST_08015,24,15,40.09,0.76,87,2,Bronze,1,601.35,0
CUST_08016,28,17,265.69,0.15,19,4,Silver,0,4516.73,0
CUST_08017,16,27,84.76,0.94,40,3,Silver,1,2288.52,0
CUST_08018,59,18,381.76,0.59,53,9,Bronze,0,6871.68,0
CUST_08019,243,19,336.04,0.09,77,9,Silver,0,6384.76,1
CUST_08020,207,12,155.59,0.22,36,8,Gold,0,1867.08,1
CUST_08021,271,24,67.31,0.61,67,2,Bronze,0,1615.44,0
CUST_08022,249,5,417.3,0.34,86,0,Bronze,1,2086.5,0
CUST_08023,267,24,340.38,0.53,89,4,Silver,0,8169.12,0
CUST_08024,193,27,13.34,0.8,20,7,Bronze,0,360.18,0
CUST_08025,335,48,317.66,0.79,28,0,Silver,0,15247.68,0
CUST_08026,218,30,407.05,0.7,57,0,Bronze,0,12211.5,0
CUST_08027,115,15,299.48,0.89,3,5,Bronze,0,4492.2,0
CUST_08028,68,47,218.11,0.2,86,6,Bronze,0,10251.17,0
CUST_08029,299,38,296.12,0.18,37,7,Bronze,0,11252.56,1
CUST_08030,325,44,313.66,0.8,18,7,Gold,1,13801.04,0
CUST_08031,75,34,323.62,0.32,84,2,Bronze,0,11003.08,0
CUST_08032,103,27,483.85,0.51,46,3,Bronze,0,13063.95,0
CUST_08033,297,20,97.54,0.74,5,8,Bronze,0,1950.8,0
CUST_08034,178,41,315.32,0.4,73,4,Bronze,0,12928.12,0
CUST_08035,215,32,102.12,0.13,93,8,Silver,0,3267.84,1
CUST_08036,315,4,112.88,0.68,81,4,Silver,0,451.52,1
CUST_08037,39,5,337.94,0.82,76,4,Gold,0,1689.7,0
CUST_08038,259,8,458.82,0.01,57,8,Bronze,0,3670.56,1
CUST_08039,204,22,87.93,0.56,26,5,Bronze,0,1934.46,0
CUST_08040,7,42,481.61,0.47,33,2,Silver,0,20227.62,0
CUST_08041,49,7,166.49,0.26,97,4,Silver,0,1165.43,0
CUST_08042,26,22,201.74,0.16,36,0,Bronze,0,4438.28,0
CUST_08043,161,46,85.3,0.19,93,8,Bronze,0,3923.8,0
CUST_08044,357,30,311.76,0.72,22,9,Bronze,0,9352.8,1
CUST_08045,176,37,302.25,0.54,82,9,Silver,0,11183.25,0
CUST_08046,79,16,226.71,0.98,17,6,Bronze,0,3627.36,0
CUST_08047,2,15,243.28,0.24,44,0,Bronze,0,3649.2,0
CUST_08048,132,5,315.26,0.96,52,3,Bronze,0,1576.3,0
CUST_08049,276,3,295.91,0.52,88,1,Bronze,0,887.73,1
CUST_08050,117,23,193.39,0.15,22,2,Bronze,0,4447.97,0
CUST_08051,164,10,443.22,0.15,69,3,Bronze,0,4432.2,1
CUST_08052,288,5,337.15,0.61,1,1,Bronze,1,1685.75,0
CUST_08053,28,23,110.65,0.83,83,9,Bronze,1,2544.95,0
CUST_08054,333,15,166.75,0.75,30,0,Bronze,0,2501.25,0
CUST_08055,1,18,396.06,0.66,39,3,Bronze,0,7129.08,0
CUST_08056,188,25,61.22,0.17,79,8,Bronze,0,1530.5,1
CUST_08057,56,8,377.61,0.11,35,8,Gold,0,3020.88,0
CUST_08058,35,31,185.83,0.0,69,8,Silver,0,5760.73,0
CUST_08059,112,21,280.33,0.1,70,2,Bronze,0,5886.93,0
CUST_08060,286,2,147.47,0.77,89,0,Bronze,0,294.94,0
CUST_08061,310,22,493.36,0.9,11,0,Bronze,0,10853.92,0
CUST_08062,36,8,453.86,0.24,51,2,Silver,0,3630.88,0
CUST_08063,217,23,464.94,0.79,63,9,Bronze,1,10693.62,0
CUST_08064,80,32,100.54,0.2,86,7,Bronze,0,3217.28,0
CUST_08065,314,8,422.43,0.25,34,3,Bronze,0,3379.44,1
CUST_08066,83,4,272.34,0.22,55,7,Bronze,0,1089.36,0
CUST_08067,65,30,356.85,0.05,78,6,Bronze,0,10705.5,0
CUST_08068,325,19,116.58,0.19,73,7,Bronze,0,2215.02,1
CUST_08069,128,23,358.87,0.37,20,1,Bronze,0,8254.01,0
CUST_08070,307,18,457.99,0.41,80,7,Silver,0,8243.82,1
CUST_08071,22,29,141.07,0.31,58,8,Bronze,1,4091.03,0
CUST_08072,216,23,124.35,0.51,81,9,Bronze,0,2860.05,0
CUST_08073,107,33,61.16,0.38,17,5,Bronze,0,2018.28,0
CUST_08074,109,47,140.74,0.97,34,2,Bronze,0,6614.78,0
CUST_08075,357,18,272.54,0.81,75,6,Silver,0,4905.72,1
CUST_08076,181,44,418.03,0.93,99,8,Bronze,0,18393.32,0
CUST_08077,356,33,146.61,0.56,62,7,Bronze,0,4838.13,1
CUST_08078,164,7,314.36,0.68,34,7,Bronze,1,2200.52,0
CUST_08079,68,28,245.0,0.17,72,6,Bronze,0,6860.0,0
CUST_08080,292,1,151.4,0.75,19,4,Bronze,1,151.4,0
CUST_08081,180,39,260.08,0.24,97,1,Bronze,1,10143.12,0
CUST_08082,181,34,92.3,0.15,87,4,Bronze,0,3138.2,0
CUST_08083,169,39,323.39,0.04,66,4,Silver,0,12612.21,0
CUST_08084,22,19,66.67,0.47,72,1,Silver,0,1266.73,0
CUST_08085,66,31,368.18,0.29,93,9,Bronze,0,11413.58,0
CUST_08086,21,13,97.08,0.99,42,0,Gold,1,1262.04,0
CUST_08087,100,24,499.1,0.25,51,4,Bronze,1,11978.4,0
CUST_08088,300,5,413.6,0.87,71,5,Bronze,0,2068.0,1
CUST_08089,103,23,178.48,0.32,49,6,Bronze,0,4105.04,0
CUST_08090,47,19,218.84,0.75,29,1,Silver,0,4157.96,0
CUST_08091,39,1,137.0,0.66,95,5,Bronze,0,137.0,0
CUST_08092,285,33,385.89,0.56,30,7,Bronze,0,12734.37,0
CUST_08093,310,33,196.56,0.42,99,5,Bronze,1,6486.48,0
CUST_08094,90,32,380.04,0.67,25,2,Bronze,1,12161.28,0
CUST_08095,85,28,19.02,0.41,68,2,Gold,0,532.56,0
CUST_08096,273,37,76.45,0.55,62,6,Bronze,0,2828.65,0
CUST_08097,336,41,188.84,0.59,38,1,Bronze,0,7742.44,0
CUST_08098,188,12,63.37,0.27,17,2,Silver,0,760.44,0
CUST_08099,159,9,304.55,0.34,74,6,Bronze,0,2740.95,0
CUST_08100,243,11,34.91,0.02,1,8,Bronze,0,384.01,1
CUST_08101,73,33,431.28,0.85,18,0,Bronze,0,14232.24,0
CUST_08102,49,19,383.04,0.76,63,4,Bronze,0,7277.76,0
CUST_08103,101,42,115.97,0.18,46,1,Bronze,0,4870.74,0
CUST_08104,2,34,247.06,0.36,19,4,Bronze,0,8400.04,0
CUST_08105,244,7,231.39,0.42,50,5,Gold,0,1619.73,1
CUST_08106,176,31,365.18,0.33,96,7,Silver,0,11320.58,0
CUST_08107,238,2,206.74,0.8,54,6,Bronze,0,413.48,0
CUST_08108,59,19,26.14,0.73,31,4,Silver,0,496.66,0
CUST_08109,353,38,144.13,0.77,97,4,Bronze,0,5476.94,0
